Compound,Date,Media,Negative,Neutral,Positive,Tweet Count,Tweet Text
-0.658,Wed Feb 14 23:04:20 +0000 2018,@CNN,0.244,0.677,0.079,250,"""A child of God is dead. Can not we acknowledge in this country that we cannot accept this?"" Counterterrorism analy… https://t.co/b1H3EQneyq"
0.0,Wed Feb 14 22:47:14 +0000 2018,@CNN,0.0,1.0,0.0,251,Rep. Jim Himes says the response to the Florida mass shooting will be “perfectly predictable”: “There will be a mom… https://t.co/cgFUY2jY0u
0.0,Wed Feb 14 22:41:09 +0000 2018,@CNN,0.0,1.0,0.0,252,"Sen. Chris Murphy says Congress bears responsibility for what he calls an ""epidemic of mass slaughter, this scourge… https://t.co/mIwhsPNz6M"
0.0,Wed Feb 14 22:21:51 +0000 2018,@CNN,0.0,1.0,0.0,253,"Here's what we know so far about the shooting at a high school in Parkland, Florida. Latest updates:… https://t.co/wpikfWoPXS"
0.3182,Wed Feb 14 22:12:08 +0000 2018,@CNN,0.0,0.892,0.108,254,"""We are responsible for a level of mass atrocity that happens in this country with zero parallel anywhere else."" Se… https://t.co/13d7sHVrc7"
0.4019,Wed Feb 14 22:11:10 +0000 2018,@CNN,0.0,0.863,0.137,255,"Last year, Parkland was voted Florida's safest city. Today, a deadly school shooting occurred at a local high schoo… https://t.co/QKNF0Q1Sgs"
-0.296,Wed Feb 14 21:55:36 +0000 2018,@CNN,0.121,0.879,0.0,256,"President Trump offers his prayers and condolences after a school shooting in Parkland, Florida: ""No child, teacher… https://t.co/FxtwQOspxp"
0.4215,Wed Feb 14 21:47:43 +0000 2018,@CNN,0.0,0.882,0.118,257,"It's only February, and there have already been at least four shootings at middle and high schools in the United St… https://t.co/HWW1i9ShsY"
0.3182,Wed Feb 14 21:39:39 +0000 2018,@CNN,0.0,0.901,0.099,258,"""It's a day that you pray, every day I get up, that we will never have to see."" Broward County Public Schools Super… https://t.co/cADrVM5EDO"
0.0,Wed Feb 14 21:22:54 +0000 2018,@CNN,0.0,1.0,0.0,259,"JUST IN: The shooter who was at large in the wake of the incident at a Florida high school is now in custody, the B… https://t.co/00VK1GmZMw"
0.0,Wed Feb 14 21:12:51 +0000 2018,@CNN,0.0,1.0,0.0,260,"Lissette Rozenblet's daughter attends Stoneman Douglas High School in Parkland, Florida, site of the school shootin… https://t.co/NafUlODBOY"
-0.2263,Wed Feb 14 21:06:45 +0000 2018,@CNN,0.147,0.853,0.0,261,BREAKING: Jacob Zuma is resigning as President of South Africa https://t.co/IG7ggkHOi3 https://t.co/yrtQoOHN6d
0.0,Wed Feb 14 21:02:30 +0000 2018,@CNN,0.0,1.0,0.0,262,"President Trump has been briefed on the school shooting in Florida, tweeting: ""My prayers and condolences to the fa… https://t.co/WnvWzXbdhU"
0.0,Wed Feb 14 21:00:53 +0000 2018,@CNN,0.0,1.0,0.0,263,"Lissette Rozenblat, whose daughter attends Stoneman Douglas High School, said her daughter texted her when the scho… https://t.co/9MMBDRoyAn"
0.0,Wed Feb 14 20:53:37 +0000 2018,@CNN,0.0,1.0,0.0,264,"Here's what we know about a shooting unfolding at a high school in Parkland, Florida.
- There are reports of victim… https://t.co/H9pfSxizTn"
-0.7717,Wed Feb 14 20:44:02 +0000 2018,@CNN,0.271,0.729,0.0,265,"Rep. Frederica Wilson: ""My thoughts and prayers are with the victims of the horrific shooting taking place at Marjo… https://t.co/0xynQL8UG4"
0.0,Wed Feb 14 20:27:36 +0000 2018,@CNN,0.0,1.0,0.0,266,"Authorities say they are responding to a shooting at a high school in Broward County, Florida. Follow latest update… https://t.co/7GukYyFzFV"
0.0,Wed Feb 14 20:21:44 +0000 2018,@CNN,0.0,1.0,0.0,267,"A high school in South Florida is on lockdown after a shooting was reported there. The shooter is at large, authori… https://t.co/4dF2caYjYd"
0.0,Wed Feb 14 20:05:42 +0000 2018,@CNN,0.0,1.0,0.0,268,"BREAKING: Authorities are responding to reports of a shooting at a high school in Parkland, Florida. This is a deve… https://t.co/KpnlNTwLpW"
-0.5574,Wed Feb 14 19:57:27 +0000 2018,@CNN,0.175,0.825,0.0,269,"JUST IN: Morgan Tsvangirai, Zimbabwe's longtime opposition leader and former Prime Minister, has died in a South Af… https://t.co/3dhdpPXJqK"
0.4019,Wed Feb 14 19:56:04 +0000 2018,@CNN,0.072,0.718,0.21,270,"Treasury Secretary Steven Mnuchin says the Trump administration is ""actively working"" on imposing sanctions on Russ… https://t.co/9ZbyaeaQqV"
-0.1779,Wed Feb 14 19:50:45 +0000 2018,@CNN,0.2,0.634,0.166,271,"President Trump: ""I'm totally opposed to domestic violence of any kind. Everyone knows that.""… https://t.co/0U5IZA0ZZP"
0.0,Wed Feb 14 19:49:04 +0000 2018,@CNN,0.0,1.0,0.0,272,A new law would made all adults in the Netherlands organ donors — unless they opt out of the system… https://t.co/2sqlSRNObZ
-0.2584,Wed Feb 14 19:46:35 +0000 2018,@CNN,0.107,0.893,0.0,273,A White House staffer is leaving after he learned that he wouldn't receive a permanent security clearance after he… https://t.co/mKXtJPFokW
0.3182,Wed Feb 14 19:42:51 +0000 2018,@CNN,0.103,0.741,0.156,274,A Powerball winner is fighting the New Hampshire Lottery's rule that she has to identify herself in order to collec… https://t.co/baA1ce5TjJ
0.4404,Wed Feb 14 19:26:15 +0000 2018,@CNN,0.0,0.868,0.132,275,Prices for all goods rose 2.1% last month compared with a year earlier. But that's actually good news for you.… https://t.co/iit6v09BVU
-0.872,Wed Feb 14 19:19:40 +0000 2018,@CNN,0.355,0.645,0.0,276,"What about food stamp fraud?

- Roughly 1.3 cents for every dollar is lost to fraud, according to a 2013 US Departm… https://t.co/7VglUrOwsW"
0.0,Wed Feb 14 19:19:40 +0000 2018,@CNN,0.0,1.0,0.0,277,"Are food stamp recipients required to work?

- The program requires most able-bodied childless adults to work, and… https://t.co/PZLbtowg3M"
0.0,Wed Feb 14 19:19:39 +0000 2018,@CNN,0.0,1.0,0.0,278,"How much do food stamps cost the federal government?

 - Just over $68 billion was spent on SNAP last year https://t.co/idexXdJw76"
0.0,Wed Feb 14 19:19:38 +0000 2018,@CNN,0.0,1.0,0.0,279,"What can’t food stamp recipients buy?

Alcohol
Cigarettes
Hot food
Pet food
Soap
Paper products
Household supplies… https://t.co/f6eORatQyp"
0.4588,Wed Feb 14 19:19:38 +0000 2018,@CNN,0.0,0.824,0.176,280,"What’s the average monthly benefit?

- A family of three gets about $376 a month, on average https://t.co/idexXdJw76"
0.0,Wed Feb 14 19:19:37 +0000 2018,@CNN,0.0,1.0,0.0,281,"Who gets food stamps?

44% - children
12% - senior citizens older than 60
57% are female, 43% are male
36% are non-… https://t.co/U5Hj4X7sg1"
0.0,Wed Feb 14 19:19:36 +0000 2018,@CNN,0.0,1.0,0.0,282,"How many people receive food stamps?

More than 42.2 million Americans participated in the food stamp program last… https://t.co/ugXaB06vK0"
-0.7506,Wed Feb 14 19:19:35 +0000 2018,@CNN,0.274,0.726,0.0,283,"Who’s eligible?

Households must meet:

-Gross monthly income must be below 130% of poverty line

-Net income must… https://t.co/X8T6UpYsMZ"
0.128,Wed Feb 14 19:19:34 +0000 2018,@CNN,0.104,0.769,0.127,284,President Trump wants to radically overhaul a critical safety net program that covers more than 42 million people —… https://t.co/xMAs9H4LZw
0.3612,Wed Feb 14 18:57:58 +0000 2018,@CNN,0.0,0.894,0.106,285,"Home Depot and Lowe's are getting ready to hire about 133,000 workers between them as they prepare for the busy spr… https://t.co/fVr0GhUZI8"
0.0,Wed Feb 14 18:43:46 +0000 2018,@CNN,0.0,1.0,0.0,286,"President Trump's personal lawyer said Tuesday that he paid $130,000 of his own money to a porn star who allegedly… https://t.co/78HJubpDsz"
0.4767,Wed Feb 14 18:28:07 +0000 2018,@CNN,0.0,0.693,0.307,287,"Chloe Kim's halfpipe triumph, in photos https://t.co/rVTIaK3pEL https://t.co/69FXeXokKj"
-0.4215,Wed Feb 14 18:08:14 +0000 2018,@CNN,0.189,0.811,0.0,288,People are defecting from the GOP. But not to the Democrats https://t.co/xzJhEMoWhd https://t.co/OvfSjWXdlK
0.0,Wed Feb 14 17:53:50 +0000 2018,@CNN,0.0,1.0,0.0,289,"Despite a rough hurricane season, the Caribbean is humming with new hotels and resorts. Here are 14 to check out… https://t.co/RqquAEbFnm"
0.0,Wed Feb 14 17:40:06 +0000 2018,@CNN,0.0,1.0,0.0,290,Baltimore's streak of 11 days without a homicide just ended https://t.co/Nor8fPeyVb https://t.co/LPyenmqDnf
-0.1779,Wed Feb 14 17:32:46 +0000 2018,@CNN,0.086,0.914,0.0,291,White House chief of staff John Kelly is under fire but Trump stands by him — for now https://t.co/h5QB9bCDnn https://t.co/xRHxcacIaj
0.8445,Wed Feb 14 17:22:17 +0000 2018,@CNN,0.0,0.606,0.394,292,"Sex and finances are better for married people. But don't worry, singles — you win sleep https://t.co/omyeZSn3fM… https://t.co/PEMhjXV8GR"
-0.4019,Wed Feb 14 17:00:11 +0000 2018,@CNN,0.162,0.838,0.0,293,Where you should put your money if you think the market will crash https://t.co/QTdaqNnWDP https://t.co/T3fQkOlDeC
0.4576,Wed Feb 14 16:50:05 +0000 2018,@CNN,0.0,0.8,0.2,294,Michael Cohen is Donald Trump's very special counsel | Analysis by @zbyronwolf https://t.co/GWaPktZwIC https://t.co/4nlAnM0e6o
0.0,Wed Feb 14 16:40:12 +0000 2018,@CNN,0.0,1.0,0.0,295,"A potential military parade requested by President Trump could cost between $10 million and $30 million, budget dir… https://t.co/FYFbiknfAp"
0.4019,Wed Feb 14 16:30:19 +0000 2018,@CNN,0.0,0.87,0.13,296,"""Clearly we should all be condemning domestic violence,"" House Speaker Paul Ryan said when asked about President Tr… https://t.co/YpREZg6b2Q"
0.0,Wed Feb 14 16:19:43 +0000 2018,@CNN,0.0,1.0,0.0,297,The Trump administration has proposed a border wall that would run right through the Santa Ana Wildlife Refuge in T… https://t.co/rKdOA4sJLj
-0.7351,Wed Feb 14 16:00:29 +0000 2018,@CNN,0.36,0.64,0.0,298,The White House has repeatedly lied about Rob Porter. Here's a timeline: https://t.co/sQvClQSs0Q https://t.co/Hv2auBuysQ
-0.8316,Wed Feb 14 15:50:10 +0000 2018,@CNN,0.395,0.605,0.0,299,"A California teacher who called American troops ""the lowest of our low"" is refusing to resign from his post… https://t.co/8IKEHtlDU1"
-0.5423,Wed Feb 14 15:38:53 +0000 2018,@CNN,0.171,0.829,0.0,300,"After Shaun White's historic Olympic victory, he was asked to address previous allegations of sexual harassment at… https://t.co/dr706cHjPa"
0.1531,Thu Feb 15 04:15:03 +0000 2018,@FoxNews,0.092,0.789,0.118,301,".@FLGovScott: ""You really always have to appreciate law enforcement that are willing to put their lives at risk, no… https://t.co/ll4tGmpDVK"
-0.8126,Thu Feb 15 04:05:12 +0000 2018,@FoxNews,0.483,0.517,0.0,302,Florida @AGPamBondi: My Office Will Pay for Funerals of Murdered Students https://t.co/XoWzx3wEED
-0.1531,Thu Feb 15 03:58:17 +0000 2018,@FoxNews,0.096,0.904,0.0,303,.@FLOTUS tweeted her condolences to all those affected by Wednesday's shooting at a Florida high school.… https://t.co/P0ZLHPkikS
0.5086,Thu Feb 15 03:52:37 +0000 2018,@FoxNews,0.0,0.808,0.192,304,"Aaron Cohen: ""This is a security issue; it's not a weapon issue. That kid had parents. Where's the parents? Who rai… https://t.co/05I4svPEyh"
0.5994,Thu Feb 15 03:37:18 +0000 2018,@FoxNews,0.0,0.795,0.205,305,"Mark Fuhrman: ""I think you need to make school security a specialty. You need to make it a specialty just like terr… https://t.co/OQX7Q0eAI1"
0.0,Thu Feb 15 03:22:03 +0000 2018,@FoxNews,0.0,1.0,0.0,306,Florida high school football coach reportedly shot while shielding students from gunman https://t.co/fRJ9DdLKSv
-0.3818,Thu Feb 15 03:12:32 +0000 2018,@FoxNews,0.16,0.742,0.098,307,".@SheriffClarke: ""The worst thing you can do, I think, at a time like this in the early stages, you know, emotion t… https://t.co/gXdTC5YJLk"
0.0,Thu Feb 15 03:09:56 +0000 2018,@FoxNews,0.0,1.0,0.0,308,Former Congresswoman @GabbyGiffords released a statement today in response to the mass shooting at a Florida high s… https://t.co/rzTxyFJXa4
0.34,Thu Feb 15 03:02:51 +0000 2018,@FoxNews,0.0,0.821,0.179,309,".@GeraldoRivera: ""[Schools] should be at least as secure as airports."" #Hannity https://t.co/N1ZvpIxJUq"
-0.4341,Thu Feb 15 02:56:19 +0000 2018,@FoxNews,0.16,0.84,0.0,310,".@AGPamBondi: ""[@POTUS] was so worried about the families and the victims...He's a father, he's a grandfather, and… https://t.co/KBlh7b0ovE"
-0.4215,Thu Feb 15 02:52:58 +0000 2018,@FoxNews,0.167,0.736,0.097,311,".@AGPamBondi: ""@POTUS called me tonight, and we talked at length. He is heartbroken. He is praying for all these fa… https://t.co/cngkMlkrvz"
0.0,Thu Feb 15 02:46:36 +0000 2018,@FoxNews,0.0,1.0,0.0,312,Senator @marcorubio reacts to the deadly Florida school shooting. https://t.co/7Tb2oSpVy6 https://t.co/v3uWLilB3D
-0.6249,Thu Feb 15 02:43:52 +0000 2018,@FoxNews,0.212,0.788,0.0,313,".@AGPamBondi: ""Take every threat seriously, and report it to law enforcement. We would rather you do that and be wr… https://t.co/Swa1hi94Sf"
0.0,Thu Feb 15 02:38:40 +0000 2018,@FoxNews,0.0,1.0,0.0,314,"Broward County Sheriff Scott Israel: ""If you see...something that's not right, you owe it to your family, you owe i… https://t.co/XTwCptA0q2"
-0.6808,Thu Feb 15 02:32:23 +0000 2018,@FoxNews,0.321,0.586,0.093,315,".@AGPamBondi: ""We will pay for the funeral expenses of these poor victims and will do everything we can to help the… https://t.co/AtG0pBA7rk"
-0.3182,Thu Feb 15 02:31:06 +0000 2018,@FoxNews,0.099,0.901,0.0,316,".@AGPamBondi: ""One of the victims called me on the way here, from the Nevada shooting, and said, 'I can't believe t… https://t.co/ZarMxuNam6"
0.0,Thu Feb 15 02:25:11 +0000 2018,@FoxNews,0.0,1.0,0.0,317,".@FLGovScott: ""You come to the conclusion this is just absolutely pure evil."" https://t.co/rIv4wAWGtk https://t.co/fyY5fID0W9"
-0.6249,Thu Feb 15 02:20:41 +0000 2018,@FoxNews,0.186,0.814,0.0,318,"Broward County Superintendent Robert Runcie: ""This has been a day we've seen the worst in humanity, tomorrow is goi… https://t.co/Z6y6vA86gv"
-0.7096,Thu Feb 15 02:17:59 +0000 2018,@FoxNews,0.247,0.753,0.0,319,"Jim Gard, former teacher of school shooting suspect: ""I hate to say it: nowadays, with all these school shootings,… https://t.co/u0PZZVJxAZ"
-0.296,Thu Feb 15 02:14:55 +0000 2018,@FoxNews,0.104,0.896,0.0,320,"Broward County Superintendent Robert Runcie: ""No parent should ever have to send their kids to school and have them… https://t.co/dSq6JQGgYy"
0.1531,Thu Feb 15 04:15:03 +0000 2018,@FoxNews,0.092,0.789,0.118,321,".@FLGovScott: ""You really always have to appreciate law enforcement that are willing to put their lives at risk, no… https://t.co/ll4tGmpDVK"
-0.8126,Thu Feb 15 04:05:12 +0000 2018,@FoxNews,0.483,0.517,0.0,322,Florida @AGPamBondi: My Office Will Pay for Funerals of Murdered Students https://t.co/XoWzx3wEED
-0.1531,Thu Feb 15 03:58:17 +0000 2018,@FoxNews,0.096,0.904,0.0,323,.@FLOTUS tweeted her condolences to all those affected by Wednesday's shooting at a Florida high school.… https://t.co/P0ZLHPkikS
0.5086,Thu Feb 15 03:52:37 +0000 2018,@FoxNews,0.0,0.808,0.192,324,"Aaron Cohen: ""This is a security issue; it's not a weapon issue. That kid had parents. Where's the parents? Who rai… https://t.co/05I4svPEyh"
0.5994,Thu Feb 15 03:37:18 +0000 2018,@FoxNews,0.0,0.795,0.205,325,"Mark Fuhrman: ""I think you need to make school security a specialty. You need to make it a specialty just like terr… https://t.co/OQX7Q0eAI1"
0.0,Thu Feb 15 03:22:03 +0000 2018,@FoxNews,0.0,1.0,0.0,326,Florida high school football coach reportedly shot while shielding students from gunman https://t.co/fRJ9DdLKSv
-0.3818,Thu Feb 15 03:12:32 +0000 2018,@FoxNews,0.16,0.742,0.098,327,".@SheriffClarke: ""The worst thing you can do, I think, at a time like this in the early stages, you know, emotion t… https://t.co/gXdTC5YJLk"
0.0,Thu Feb 15 03:09:56 +0000 2018,@FoxNews,0.0,1.0,0.0,328,Former Congresswoman @GabbyGiffords released a statement today in response to the mass shooting at a Florida high s… https://t.co/rzTxyFJXa4
0.34,Thu Feb 15 03:02:51 +0000 2018,@FoxNews,0.0,0.821,0.179,329,".@GeraldoRivera: ""[Schools] should be at least as secure as airports."" #Hannity https://t.co/N1ZvpIxJUq"
-0.4341,Thu Feb 15 02:56:19 +0000 2018,@FoxNews,0.16,0.84,0.0,330,".@AGPamBondi: ""[@POTUS] was so worried about the families and the victims...He's a father, he's a grandfather, and… https://t.co/KBlh7b0ovE"
-0.4215,Thu Feb 15 02:52:58 +0000 2018,@FoxNews,0.167,0.736,0.097,331,".@AGPamBondi: ""@POTUS called me tonight, and we talked at length. He is heartbroken. He is praying for all these fa… https://t.co/cngkMlkrvz"
0.0,Thu Feb 15 02:46:36 +0000 2018,@FoxNews,0.0,1.0,0.0,332,Senator @marcorubio reacts to the deadly Florida school shooting. https://t.co/7Tb2oSpVy6 https://t.co/v3uWLilB3D
-0.6249,Thu Feb 15 02:43:52 +0000 2018,@FoxNews,0.212,0.788,0.0,333,".@AGPamBondi: ""Take every threat seriously, and report it to law enforcement. We would rather you do that and be wr… https://t.co/Swa1hi94Sf"
0.0,Thu Feb 15 02:38:40 +0000 2018,@FoxNews,0.0,1.0,0.0,334,"Broward County Sheriff Scott Israel: ""If you see...something that's not right, you owe it to your family, you owe i… https://t.co/XTwCptA0q2"
-0.6808,Thu Feb 15 02:32:23 +0000 2018,@FoxNews,0.321,0.586,0.093,335,".@AGPamBondi: ""We will pay for the funeral expenses of these poor victims and will do everything we can to help the… https://t.co/AtG0pBA7rk"
-0.3182,Thu Feb 15 02:31:06 +0000 2018,@FoxNews,0.099,0.901,0.0,336,".@AGPamBondi: ""One of the victims called me on the way here, from the Nevada shooting, and said, 'I can't believe t… https://t.co/ZarMxuNam6"
0.0,Thu Feb 15 02:25:11 +0000 2018,@FoxNews,0.0,1.0,0.0,337,".@FLGovScott: ""You come to the conclusion this is just absolutely pure evil."" https://t.co/rIv4wAWGtk https://t.co/fyY5fID0W9"
-0.6249,Thu Feb 15 02:20:41 +0000 2018,@FoxNews,0.186,0.814,0.0,338,"Broward County Superintendent Robert Runcie: ""This has been a day we've seen the worst in humanity, tomorrow is goi… https://t.co/Z6y6vA86gv"
-0.7096,Thu Feb 15 02:17:59 +0000 2018,@FoxNews,0.247,0.753,0.0,339,"Jim Gard, former teacher of school shooting suspect: ""I hate to say it: nowadays, with all these school shootings,… https://t.co/u0PZZVJxAZ"
-0.296,Thu Feb 15 02:14:55 +0000 2018,@FoxNews,0.104,0.896,0.0,340,"Broward County Superintendent Robert Runcie: ""No parent should ever have to send their kids to school and have them… https://t.co/dSq6JQGgYy"
-0.5563,Thu Feb 15 02:11:00 +0000 2018,@FoxNews,0.152,0.848,0.0,341,"Broward County Sheriff Scott Israel: ""I'm absolutely sick to my stomach to see children who go to school armed with… https://t.co/m7cv0BJXaM"
-0.7783,Thu Feb 15 02:07:46 +0000 2018,@FoxNews,0.343,0.657,0.0,342,"Sheriff Scott Israel: 17 people killed in Florida school shooting, 12 victims identified https://t.co/rIv4wAWGtk https://t.co/gYwI8EHUW2"
-0.296,Thu Feb 15 01:53:56 +0000 2018,@FoxNews,0.099,0.901,0.0,343,"Student Rebecca Bogart describes hiding from FL high school shooter: ""We knew it was real when we saw the bullets,… https://t.co/gfzcz5D09S"
0.3612,Thu Feb 15 01:42:35 +0000 2018,@FoxNews,0.0,0.884,0.116,344,".@BernardKerik on reporting students that are ""acting like a maniac"": ""A lot of parents are afraid to do that. A lo… https://t.co/sLkHceUyFP"
0.3182,Thu Feb 15 01:11:29 +0000 2018,@FoxNews,0.0,0.909,0.091,345,"John Iannarelli: ""We have to be able to give law enforcement the tools to make sure that they can keep the public s… https://t.co/dwhJHQaBxG"
0.0,Thu Feb 15 00:59:01 +0000 2018,@FoxNews,0.0,1.0,0.0,346,.@SpeakerRyan issued a statement on Wednesday's deadly Florida school shooting https://t.co/E23oJWPisR
-0.1779,Thu Feb 15 00:53:26 +0000 2018,@FoxNews,0.091,0.909,0.0,347,"Student James Harrison gives harrowing description of FL school shooting: ""I'm still shaking a little bit. My heart… https://t.co/tNsRsDbWcr"
0.0,Thu Feb 15 00:47:01 +0000 2018,@FoxNews,0.0,1.0,0.0,348,"Student James Harrison gives harrowing description of FL school shooting: ""There were so many shots that I heard an… https://t.co/HBn5zTwAH5"
-0.296,Thu Feb 15 00:39:33 +0000 2018,@FoxNews,0.121,0.879,0.0,349,"The Florida high school shooting suspect was identified as Nikolas Cruz, @browardsheriff Scott Israel confirmed dur… https://t.co/5Q1ewjBz4c"
0.4767,Thu Feb 15 00:25:01 +0000 2018,@FoxNews,0.0,0.86,0.14,350,"Mayor Christine Hunschofsky on FL high school shooting: ""As you can imagine, parents being able to hug their childr… https://t.co/bRec2f6RhK"
0.25,Thu Feb 15 00:15:26 +0000 2018,@FoxNews,0.09,0.779,0.131,351,"Medical official on treating suspect: ""Every patient that comes in gets treated as a patient and we take care of th… https://t.co/zI9CvArF3x"
0.0,Thu Feb 15 00:12:42 +0000 2018,@FoxNews,0.0,1.0,0.0,352,"Medical official: ""Fortunately for everybody, we are located very close to the high school where this shooting happ… https://t.co/VlRyfAVNvZ"
-0.3182,Thu Feb 15 00:03:08 +0000 2018,@FoxNews,0.113,0.887,0.0,353,"Broward Health North officials: ""Of our eight patients we had two moralities, three in critical condition and three… https://t.co/k0176lOKWd"
-0.296,Thu Feb 15 00:00:52 +0000 2018,@FoxNews,0.121,0.879,0.0,354,"Medical officials on FL high school shooting: ""The suspect was treated and released in police custody.""… https://t.co/knQriZDd9C"
0.0,Wed Feb 14 23:52:44 +0000 2018,@FoxNews,0.0,1.0,0.0,355,".@browardsheriff: ""If you see something, say something. If anybody has any indicator that someone's going through a… https://t.co/rgyHeY6JLb"
-0.7717,Wed Feb 14 23:35:01 +0000 2018,@FoxNews,0.401,0.599,0.0,356,"BREAKING: At least 17 killed, suspect in custody, @browardsheriff says  https://t.co/rIv4wAWGtk https://t.co/GKlBWvJcHg"
0.0,Wed Feb 14 23:30:08 +0000 2018,@FoxNews,0.0,1.0,0.0,357,".@marcorubio on reaction to FL school shooting: ""People don't know how this happened: who this person is, what moti… https://t.co/CdM2su6sWs"
0.0,Wed Feb 14 23:23:00 +0000 2018,@FoxNews,0.0,1.0,0.0,358,".@marcorubio on Florida school shooting: ""This is not the kind of thing that you expect when...your kids go away to… https://t.co/f9GYl4Ss3h"
0.1779,Wed Feb 14 23:16:24 +0000 2018,@FoxNews,0.135,0.699,0.166,359,".@marcorubio on Florida school shooting: ""This is a terrible situation and it's amazing the amount of carnage that… https://t.co/L8le4nCa4A"
0.3182,Wed Feb 14 23:12:23 +0000 2018,@FoxNews,0.0,0.867,0.133,360,".@marcorubio on Florida school shooting: ""A day you pray will never happen has happened."" https://t.co/vXAU7fCHMe https://t.co/QWsxgB4KfS"
-0.0572,Wed Feb 14 22:45:10 +0000 2018,@FoxNews,0.086,0.914,0.0,361,'I Didn't Want to Look at Anything': Students React to FL School Shooting https://t.co/mW01KHqNsy
0.0,Wed Feb 14 22:33:50 +0000 2018,@FoxNews,0.0,1.0,0.0,362,".@browardsheriff on Florida high school shooting: ""I have spoken to President #Trump and he's offered the full powe… https://t.co/8w8lvYomu9"
0.0,Wed Feb 14 22:25:02 +0000 2018,@FoxNews,0.0,1.0,0.0,363,".@browardsheriff on Florida high school shooting: ""[Suspect] was taken into custody about an hour after...he commit… https://t.co/rFFuu6jFgC"
-0.296,Wed Feb 14 22:13:30 +0000 2018,@FoxNews,0.136,0.864,0.0,364,"JUST IN: Florida high school shooting suspect is former student, ""multiple"" deaths, sheriff confirms. https://t.co/rVewl2l4vV"
0.0,Wed Feb 14 22:11:07 +0000 2018,@FoxNews,0.0,1.0,0.0,365,".@SenBillNelson on Florida high school shooting: ""Each time this happens...we say, 'Enough is enough,' and then it… https://t.co/fM8nvr29SM"
0.0,Wed Feb 14 22:10:30 +0000 2018,@FoxNews,0.0,1.0,0.0,366,"Moments ago, @browardsheriff Scott Israel gave an update on the Florida school shooting that left at least 14 victi… https://t.co/p9Vn0MPqNW"
-0.3182,Wed Feb 14 22:00:55 +0000 2018,@FoxNews,0.119,0.881,0.0,367,.@realDonaldTrump tweeted his prayers and condolences to the families of the victims of the Florida school shooting… https://t.co/MS0Qq5aeZ9
0.7269,Wed Feb 14 22:00:01 +0000 2018,@FoxNews,0.0,0.757,0.243,368,"""I literally have come from giving the Teacher of the Year a car, and celebrating our teachers in our district, to… https://t.co/CfDulLEWib"
0.3182,Wed Feb 14 21:47:31 +0000 2018,@FoxNews,0.0,0.892,0.108,369,"""It's a day that you pray, every day that I get up, that we will never have to see."" — @browardschools Superintende… https://t.co/K0AJb7rhZA"
-0.836,Wed Feb 14 21:43:03 +0000 2018,@FoxNews,0.397,0.603,0.0,370,".@browardschools Superintendent Robert Runcie: ""It's a horrific situation. It's just a horrible day for us.""… https://t.co/BdfUVBHDjU"
-0.3182,Wed Feb 14 21:32:53 +0000 2018,@FoxNews,0.161,0.839,0.0,371,"'At least 14 victims' in Florida high school shooting, @browardsheriff says https://t.co/566dpg1YDk https://t.co/DDleboZFOQ"
-0.296,Wed Feb 14 21:19:25 +0000 2018,@FoxNews,0.167,0.833,0.0,372,"BREAKING: Parkland, Florida high school shooting suspect 'in custody,' sheriff says  https://t.co/566dpg1YDk"
0.0,Wed Feb 14 21:10:04 +0000 2018,@FoxNews,0.0,1.0,0.0,373,"Florida @SenBillNelson told Fox News ""there are many deaths"" in the high school shooting in Parkland.  https://t.co/566dpg1YDk"
-0.1531,Wed Feb 14 20:55:40 +0000 2018,@FoxNews,0.103,0.897,0.0,374,.@ShepNewsTeam reports that @realDonaldTrump tweeted his condolences for those affected by today's school shooting… https://t.co/ty2G6Np9AG
-0.3182,Wed Feb 14 20:54:27 +0000 2018,@FoxNews,0.15,0.85,0.0,375,.@realDonaldTrump tweeted his prayers and condolences to victims of the Florida school shooting… https://t.co/04ekPJPzsI
0.0,Wed Feb 14 20:52:12 +0000 2018,@FoxNews,0.0,1.0,0.0,376,Recent school shootings in the US https://t.co/7m5zeljfwo
0.0,Wed Feb 14 20:48:39 +0000 2018,@FoxNews,0.0,1.0,0.0,377,"Politicians, officials react to Florida school shooting https://t.co/ivKbV5R0OW"
-0.34,Wed Feb 14 20:40:42 +0000 2018,@FoxNews,0.112,0.888,0.0,378,"Student on school shooting: ""We all thought it was a fire drill because we had one previously today...but then when… https://t.co/SbcgMmfo7r"
-0.4019,Wed Feb 14 20:32:29 +0000 2018,@FoxNews,0.13,0.87,0.0,379,".@ShepNewsTeam: ""The sheriff's office telling Fox News that 20-50 people have been injured"" in Parkland, FL high sc… https://t.co/dmzJbjaYcx"
0.0,Wed Feb 14 20:24:43 +0000 2018,@FoxNews,0.0,1.0,0.0,380,".@ShepNewsTeam reports @browardsheriff says Parkland, FL school shooter is still at large.  https://t.co/566dpg1YDk https://t.co/xMFuWx5fNQ"
0.0,Wed Feb 14 20:14:16 +0000 2018,@FoxNews,0.0,1.0,0.0,381,"RT @FoxNewsResearch: Marjory Stoneman Douglas High School
•Parkland, FL
•Broward County
•About 15 miles NW from Fort Lauderdale
•3,208 chil…"
0.1027,Wed Feb 14 20:08:31 +0000 2018,@FoxNews,0.121,0.737,0.142,382,BREAKING: @browardsheriff responding to report of active shooter situation at Florida high school; victims reported https://t.co/0lvduE2WHd
