Compound,Date,Media,Negative,Neutral,Positive,Tweet Count,Tweet Text
-0.6249,Wed Feb 14 19:45:19 +0000 2018,@FoxNews,0.272,0.728,0.0,383,.@POTUS: “I am totally opposed to domestic violence of any kind.” https://t.co/Rclh3u2Bjg
0.0,Wed Feb 14 19:40:00 +0000 2018,@FoxNews,0.0,1.0,0.0,384,A penguin carries heart-shaped nesting material which it received from biologists as a #ValentinesDay promotion at… https://t.co/YAOnT0eOsc
0.0,Wed Feb 14 19:37:31 +0000 2018,@FoxNews,0.0,1.0,0.0,385,Finnish snowboarding coach knits mid-Olympics (via @JaninePuhak) https://t.co/rft72YN7Fs
-0.0258,Wed Feb 14 19:32:52 +0000 2018,@FoxNews,0.118,0.769,0.113,386,"Ash Wednesday and Valentine’s Day share the same date this year, and the Twitterverse is confused https://t.co/l8lDXL0uok"
0.0,Wed Feb 14 19:30:04 +0000 2018,@FoxNews,0.0,1.0,0.0,387,".@POTUS: “After spending trillions of dollars overseas rebuilding other countries, it is time to rebuild our own co… https://t.co/dtWxlh5wGa"
0.0,Wed Feb 14 19:17:50 +0000 2018,@FoxNews,0.0,1.0,0.0,388,".@AlvedaCKing on @foxandfriends: “We need to stand up for all Americans, including African Americans.” https://t.co/wIij2BKYyt"
0.3612,Wed Feb 14 19:12:13 +0000 2018,@FoxNews,0.0,0.829,0.171,389,"The spirit of Team USA is reaching the tiniest Americans in #Pennsylvania, with staff at UPMC Magee-Womens Hospital… https://t.co/PhcujHWlhA"
0.0,Wed Feb 14 19:00:00 +0000 2018,@FoxNews,0.0,1.0,0.0,390,George Washington's hair discovered in 18th-century book at New York college (via @travfed)  https://t.co/QyzovLc7S6
-0.7351,Wed Feb 14 18:39:53 +0000 2018,@FoxNews,0.383,0.617,0.0,391,"The White House 'Lied': Tarlov, Hegseth Battle on Rob Porter Timeline https://t.co/8DaYLpz0WN"
0.3612,Wed Feb 14 18:30:02 +0000 2018,@FoxNews,0.116,0.688,0.196,392,FBI offers $10G reward in case of missing 4-year-old South Carolina girl (via @luciasuarezsang)  https://t.co/kcHjZFhYwR
0.7579,Wed Feb 14 18:29:25 +0000 2018,@FoxNews,0.1,0.52,0.379,393,".@RepGaramendi: “Anytime that problems are solved with a good legislative solution, it is good for all of us, both… https://t.co/EY2sxUSRVo"
0.0,Wed Feb 14 18:26:05 +0000 2018,@FoxNews,0.0,1.0,0.0,394,".@RepGaramendi on immigration: “The president has flip-flopped on this issue a couple of times, he now seems to hav… https://t.co/OUZ18AEDq3"
-0.34,Wed Feb 14 18:19:44 +0000 2018,@FoxNews,0.156,0.844,0.0,395,Warren accuses Trump of 'disrespect' to Native Americans for 'Pocahontas' nickname (via @AlexPappas)  https://t.co/7KyZPYq1Ez
0.0,Wed Feb 14 18:11:34 +0000 2018,@FoxNews,0.0,1.0,0.0,396,".@VP: “John Kelly’s service in uniform, his distinguished service at our Department of Homeland Security… and his d… https://t.co/UF5DGMJJpL"
-0.7003,Wed Feb 14 18:01:09 +0000 2018,@FoxNews,0.309,0.691,0.0,397,Jared Fogle compares case to Larry Nassar's crimes as argument for early prison release https://t.co/E1478o3XtE
-0.4939,Wed Feb 14 17:51:25 +0000 2018,@FoxNews,0.167,0.833,0.0,398,WATCH: Passengers onboard a @United​ plane traveling from California to Hawaii got a major scare after noticing the… https://t.co/sGUJT2jPCf
-0.296,Wed Feb 14 17:50:00 +0000 2018,@FoxNews,0.225,0.625,0.15,399,Gowdy says House panel probing Rob Porter's security clearance (via @AdamShawNY)  https://t.co/XDnqTMALE1
-0.296,Wed Feb 14 17:35:00 +0000 2018,@FoxNews,0.155,0.845,0.0,400,"Amtrak train hits trailer with construction equipment in Louisiana, no injuries reported https://t.co/VTdRal6LTk"
-0.8402,Thu Feb 15 04:17:06 +0000 2018,@nytimes,0.267,0.733,0.0,401,RT @NYTNational: Students huddled in horror in their classrooms during a shooting in Florida that left at least 17 dead. “I was trying to k…
0.0,Thu Feb 15 04:08:04 +0000 2018,@nytimes,0.0,1.0,0.0,402,Live updates from the Pyeongchang Olympics https://t.co/wtfK7Cs68x
0.6369,Thu Feb 15 04:02:06 +0000 2018,@nytimes,0.104,0.634,0.261,403,The triple twist separates good pairs figure skating teams from the great ones. @archietse would know. He broke his… https://t.co/RlqpMO6BvV
0.0,Thu Feb 15 03:47:00 +0000 2018,@nytimes,0.0,1.0,0.0,404,"However arduous Reince Priebus's tenure looked from the outside, he said it was even more so on the inside. “Take e… https://t.co/gFWSknVjRU"
-0.296,Thu Feb 15 03:30:10 +0000 2018,@nytimes,0.099,0.901,0.0,405,"""He always had guns on him,"" a former classmate said. Here's what else we know about the 19-year-old suspect in the… https://t.co/FbRdTgeyme"
0.6486,Thu Feb 15 03:26:38 +0000 2018,@nytimes,0.079,0.686,0.235,406,"No Alpine skier, man or woman, has ever won more than 3 gold medals in one Olympics. Mikaela Shiffrin is hoping to… https://t.co/ZcD2xOaYvH"
-0.2584,Thu Feb 15 03:17:07 +0000 2018,@nytimes,0.081,0.919,0.0,407,"""Who among us does not play with the idea that the headlights in the rearview mirror are tailing us, or spot the pe… https://t.co/pbmt8Xk4lF"
0.0,Thu Feb 15 03:10:04 +0000 2018,@nytimes,0.0,1.0,0.0,408,RT @dougmillsnyt: USA's Mikaela Shiffrin @MikaelaShiffrin passes a gate during the Ladies' Giant Slalom at the Yongpyong Alpine Center in P…
0.0,Thu Feb 15 03:01:07 +0000 2018,@nytimes,0.0,1.0,0.0,409,Things have come full circle for former professional skier Bode Miller https://t.co/hhGx0Y3lbE
0.0,Thu Feb 15 02:48:05 +0000 2018,@nytimes,0.0,1.0,0.0,410,RT @matthewhaag: Nikolas Cruz’s mother used to call 911 to get the police come out and try to talk sense into her son. https://t.co/E8FZ9id…
0.0,Thu Feb 15 02:37:04 +0000 2018,@nytimes,0.0,1.0,0.0,411,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HyKADSeEFJ
0.1901,Thu Feb 15 02:22:02 +0000 2018,@nytimes,0.0,0.774,0.226,412,"Skeleton is like luge – but headfirst
https://t.co/HwyPf0PtJa"
-0.8271,Thu Feb 15 02:17:01 +0000 2018,@nytimes,0.314,0.686,0.0,413,"RT @NYTNational: The man suspected of opening fire inside a Florida high school on Wednesday, killing at least 17 people, was a former stud…"
0.7783,Thu Feb 15 02:01:07 +0000 2018,@nytimes,0.0,0.688,0.312,414,Here's how Mikaela Shiffrin won the gold medal in the slalom at the 2014 Sochi Olympics https://t.co/8CAMas4LyQ
-0.6705,Thu Feb 15 01:47:03 +0000 2018,@nytimes,0.17,0.83,0.0,415,"RT @nytopinion: Today 17 people were killed in a shooting at a high school in Parkland, Florida. Last year the survivors and family of thos…"
-0.4767,Thu Feb 15 01:33:08 +0000 2018,@nytimes,0.186,0.814,0.0,416,Shaun White: “I regret my behavior of many years ago and am sorry that I made anyone — particularly someone I consi… https://t.co/wtKp6cbX5V
-0.6705,Thu Feb 15 01:22:02 +0000 2018,@nytimes,0.191,0.809,0.0,417,"RT @NYTNational: At least 17 people were killed in a shooting on Wednesday afternoon at a high school in Parkland, Fla. https://t.co/DSN7rP…"
0.0,Thu Feb 15 01:16:23 +0000 2018,@nytimes,0.0,1.0,0.0,418,"RT @nytgraphics: Watch our little skiers, including Mikaela Shiffrin, in the women's giant slalom event as live results come in https://t.c…"
0.0,Thu Feb 15 01:09:49 +0000 2018,@nytimes,0.0,1.0,0.0,419,"After several weather delays, Mikaela Shiffrin is finally beginning her quest for multiple Olympic gold medals in t… https://t.co/cdWyFh2ZMf"
0.5719,Thu Feb 15 01:03:03 +0000 2018,@nytimes,0.0,0.778,0.222,420,“You have to be in the moment”: How Olympic ice dancers visualize success https://t.co/iQ6TgR7r1M
-0.8402,Thu Feb 15 04:17:06 +0000 2018,@nytimes,0.267,0.733,0.0,421,RT @NYTNational: Students huddled in horror in their classrooms during a shooting in Florida that left at least 17 dead. “I was trying to k…
0.0,Thu Feb 15 04:08:04 +0000 2018,@nytimes,0.0,1.0,0.0,422,Live updates from the Pyeongchang Olympics https://t.co/wtfK7Cs68x
0.6369,Thu Feb 15 04:02:06 +0000 2018,@nytimes,0.104,0.634,0.261,423,The triple twist separates good pairs figure skating teams from the great ones. @archietse would know. He broke his… https://t.co/RlqpMO6BvV
0.0,Thu Feb 15 03:47:00 +0000 2018,@nytimes,0.0,1.0,0.0,424,"However arduous Reince Priebus's tenure looked from the outside, he said it was even more so on the inside. “Take e… https://t.co/gFWSknVjRU"
-0.296,Thu Feb 15 03:30:10 +0000 2018,@nytimes,0.099,0.901,0.0,425,"""He always had guns on him,"" a former classmate said. Here's what else we know about the 19-year-old suspect in the… https://t.co/FbRdTgeyme"
0.6486,Thu Feb 15 03:26:38 +0000 2018,@nytimes,0.079,0.686,0.235,426,"No Alpine skier, man or woman, has ever won more than 3 gold medals in one Olympics. Mikaela Shiffrin is hoping to… https://t.co/ZcD2xOaYvH"
-0.2584,Thu Feb 15 03:17:07 +0000 2018,@nytimes,0.081,0.919,0.0,427,"""Who among us does not play with the idea that the headlights in the rearview mirror are tailing us, or spot the pe… https://t.co/pbmt8Xk4lF"
0.0,Thu Feb 15 03:10:04 +0000 2018,@nytimes,0.0,1.0,0.0,428,RT @dougmillsnyt: USA's Mikaela Shiffrin @MikaelaShiffrin passes a gate during the Ladies' Giant Slalom at the Yongpyong Alpine Center in P…
0.0,Thu Feb 15 03:01:07 +0000 2018,@nytimes,0.0,1.0,0.0,429,Things have come full circle for former professional skier Bode Miller https://t.co/hhGx0Y3lbE
0.0,Thu Feb 15 02:48:05 +0000 2018,@nytimes,0.0,1.0,0.0,430,RT @matthewhaag: Nikolas Cruz’s mother used to call 911 to get the police come out and try to talk sense into her son. https://t.co/E8FZ9id…
0.0,Thu Feb 15 02:37:04 +0000 2018,@nytimes,0.0,1.0,0.0,431,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HyKADSeEFJ
0.1901,Thu Feb 15 02:22:02 +0000 2018,@nytimes,0.0,0.774,0.226,432,"Skeleton is like luge – but headfirst
https://t.co/HwyPf0PtJa"
-0.8271,Thu Feb 15 02:17:01 +0000 2018,@nytimes,0.314,0.686,0.0,433,"RT @NYTNational: The man suspected of opening fire inside a Florida high school on Wednesday, killing at least 17 people, was a former stud…"
0.7783,Thu Feb 15 02:01:07 +0000 2018,@nytimes,0.0,0.688,0.312,434,Here's how Mikaela Shiffrin won the gold medal in the slalom at the 2014 Sochi Olympics https://t.co/8CAMas4LyQ
-0.6705,Thu Feb 15 01:47:03 +0000 2018,@nytimes,0.17,0.83,0.0,435,"RT @nytopinion: Today 17 people were killed in a shooting at a high school in Parkland, Florida. Last year the survivors and family of thos…"
-0.4767,Thu Feb 15 01:33:08 +0000 2018,@nytimes,0.186,0.814,0.0,436,Shaun White: “I regret my behavior of many years ago and am sorry that I made anyone — particularly someone I consi… https://t.co/wtKp6cbX5V
-0.6705,Thu Feb 15 01:22:02 +0000 2018,@nytimes,0.191,0.809,0.0,437,"RT @NYTNational: At least 17 people were killed in a shooting on Wednesday afternoon at a high school in Parkland, Fla. https://t.co/DSN7rP…"
0.0,Thu Feb 15 01:16:23 +0000 2018,@nytimes,0.0,1.0,0.0,438,"RT @nytgraphics: Watch our little skiers, including Mikaela Shiffrin, in the women's giant slalom event as live results come in https://t.c…"
0.0,Thu Feb 15 01:09:49 +0000 2018,@nytimes,0.0,1.0,0.0,439,"After several weather delays, Mikaela Shiffrin is finally beginning her quest for multiple Olympic gold medals in t… https://t.co/cdWyFh2ZMf"
0.5719,Thu Feb 15 01:03:03 +0000 2018,@nytimes,0.0,0.778,0.222,440,“You have to be in the moment”: How Olympic ice dancers visualize success https://t.co/iQ6TgR7r1M
0.0,Thu Feb 15 00:47:02 +0000 2018,@nytimes,0.0,1.0,0.0,441,RT @charlie_savage: What do we know -- &amp; what do we still need to know -- to make sense of the legal/ethical implications of Trump lawyer M…
0.4019,Thu Feb 15 00:30:12 +0000 2018,@nytimes,0.0,0.847,0.153,442,Review: Chris Rock's new Netflix special is more searching and confessional than his previous work https://t.co/e050WzY5P4
0.0772,Thu Feb 15 00:18:03 +0000 2018,@nytimes,0.0,0.944,0.056,443,"RT @Max_Fisher: ""The only variable that can explain the high rate of mass shootings in America is its astronomical number of guns.” https:/…"
-0.4939,Thu Feb 15 00:03:04 +0000 2018,@nytimes,0.187,0.746,0.067,444,The top lawyer in the ICE office in Seattle has been charged with trying to steal the identities of 7 people who we… https://t.co/4c0OtJHUaa
0.0,Wed Feb 14 23:51:07 +0000 2018,@nytimes,0.0,1.0,0.0,445,RT @nytopinion: From November: @NickKristof on steps we can take to reduce mass shootings https://t.co/fHwxJbiKxZ
-0.6705,Wed Feb 14 23:40:00 +0000 2018,@nytimes,0.191,0.809,0.0,446,"Update: At least 17 people were killed in a shooting at a high school in South Florida, law enforcement officials s… https://t.co/6fduSPrKx2"
0.0,Wed Feb 14 23:33:02 +0000 2018,@nytimes,0.0,1.0,0.0,447,Evening Briefing: Here's what you need to know at the end of the day https://t.co/utrpMghkb5
-0.7717,Wed Feb 14 23:18:56 +0000 2018,@nytimes,0.251,0.749,0.0,448,"More than 12 people were killed in a shooting at a high school in South Florida and the suspect is in custody, offi… https://t.co/U3683GTxDb"
-0.743,Wed Feb 14 23:03:04 +0000 2018,@nytimes,0.259,0.741,0.0,449,"RT @nytvideo: A gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Fla. Multiple fatalities have been reported. Here's…"
0.765,Wed Feb 14 22:47:04 +0000 2018,@nytimes,0.0,0.648,0.352,450,"To fulfill their commitments under the Paris climate agreement, some South American countries are protecting large… https://t.co/j85SWB2sMz"
0.5859,Wed Feb 14 22:32:08 +0000 2018,@nytimes,0.128,0.656,0.216,451,"RT @palafo: Shaun White to NYT, after gold medal win: ""I regret my behavior of many years ago and am sorry that I made anyone — particularl…"
0.0,Wed Feb 14 22:24:03 +0000 2018,@nytimes,0.0,1.0,0.0,452,"28 days, 28 films for Black History Month https://t.co/umL52xFSTq"
-0.0679,Wed Feb 14 22:10:06 +0000 2018,@nytimes,0.128,0.754,0.117,453,"RT @KevinQ: Even more revealing than insults: the complete list of people, places and things @realDonaldTrump has complimented on Twitter.…"
-0.5994,Wed Feb 14 21:55:40 +0000 2018,@nytimes,0.196,0.804,0.0,454,"""There are numerous fatalities"" in the South Florida high school shooting, the school district's superintendent tol… https://t.co/zMPosTAc33"
0.0,Wed Feb 14 21:45:05 +0000 2018,@nytimes,0.0,1.0,0.0,455,"The stars of ""Black Panther"" see personal and political potency in Marvel’s first black superhero film… https://t.co/Hl6iQME3qS"
0.3182,Wed Feb 14 21:30:20 +0000 2018,@nytimes,0.0,0.813,0.187,456,How to keep your Valentine's Day bouquet looking fresh https://t.co/fQC9WBDwxV https://t.co/Ns9PTQ26bK
0.4019,Wed Feb 14 21:24:12 +0000 2018,@nytimes,0.0,0.863,0.137,457,An abundance of Democratic candidates could help Republicans in 2018. How? An unintended result of California’s eli… https://t.co/HzXRNa6Ti6
-0.5994,Wed Feb 14 21:21:20 +0000 2018,@nytimes,0.29,0.71,0.0,458,"The suspect in a South Florida high school shooting has been detained, police said https://t.co/m1BlHTdFNA"
-0.296,Wed Feb 14 21:15:35 +0000 2018,@nytimes,0.121,0.879,0.0,459,"President Trump: ""No child, teacher or anyone else should ever feel unsafe in an American school"" https://t.co/qxkVC0ezfw"
0.296,Wed Feb 14 21:15:08 +0000 2018,@nytimes,0.0,0.891,0.109,460,RT @poniewozik: Netflix is creating a vast parallel TV universe. But you can't just buy your way to greatness. https://t.co/pDryVxWOJ5
-0.1154,Wed Feb 14 21:05:35 +0000 2018,@nytimes,0.173,0.723,0.104,461,"Breaking News: Jacob Zuma resigned as South Africa’s president. He survived a string of scandals, but eventually hi… https://t.co/QTc8LRCFIh"
0.0,Wed Feb 14 21:04:00 +0000 2018,@nytimes,0.0,1.0,0.0,462,"14. ""The Story of a Three-Day Pass"" (1968): An affair between a black soldier and a young Frenchwoman becomes a pri… https://t.co/KhgFRLss0B"
0.4215,Wed Feb 14 20:50:04 +0000 2018,@nytimes,0.0,0.808,0.192,463,"RT @NYTScience: Peru has created a mammoth national park, protecting important rain forests and species from development and deforestation…"
0.0,Wed Feb 14 20:40:49 +0000 2018,@nytimes,0.0,1.0,0.0,464,"Breaking News: A shooting was reported at a high school in South Florida. “There are reports of victims,” the polic… https://t.co/DB6cqFOQ1i"
-0.1027,Wed Feb 14 20:35:02 +0000 2018,@nytimes,0.072,0.928,0.0,465,"“If we screw up we’re on the front page of every newspaper in Norway. We become idiots, overnight.” https://t.co/oCp4VZBdEn"
0.0,Wed Feb 14 20:20:14 +0000 2018,@nytimes,0.0,1.0,0.0,466,President Trump’s military parade will not come cheap https://t.co/VfeoiMRXVe
-0.3818,Wed Feb 14 20:05:03 +0000 2018,@nytimes,0.133,0.867,0.0,467,The screech of emergency cellphone alerts is quickly becoming the official sound of the 2018 Winter Olympics https://t.co/GGJYGNsKjL
-0.5574,Wed Feb 14 19:52:02 +0000 2018,@nytimes,0.153,0.847,0.0,468,"Morgan Tsvangirai, who led the opposition to Robert Mugabe in Zimbabwe, died at 65. Mugabe fell from power less tha… https://t.co/sTeIZF0NMK"
-0.0772,Wed Feb 14 19:40:03 +0000 2018,@nytimes,0.08,0.92,0.0,469,"A scathing report found ""serious derelictions"" in a 10-day, $122,000 business trip the secretary of veterans affair… https://t.co/Y3hq907gje"
0.4767,Wed Feb 14 19:30:15 +0000 2018,@nytimes,0.067,0.784,0.149,470,"RT @kerrimac: I spent a couple of hours shaking paws at Westminster yesterday with @samuelhodgson, a cat lover. See some of the pups we met…"
-0.4019,Wed Feb 14 19:20:06 +0000 2018,@nytimes,0.153,0.847,0.0,471,RT @JohnBranchNYT: My story on Lindsey Jacobellis. You remember her from 2006. That's the problem. https://t.co/ms7R3YvT7q
0.0772,Wed Feb 14 19:10:01 +0000 2018,@nytimes,0.072,0.844,0.084,472,"For the first time since 1945, Ash Wednesday and Valentine's Day fall on the same day. That has created a dilemma f… https://t.co/0q0qdT7NbG"
-0.0258,Wed Feb 14 19:05:40 +0000 2018,@nytimes,0.171,0.711,0.118,473,"Don’t like a court ruling? For state legislators, retaliation — from pay cuts to impeachment — is an increasingly c… https://t.co/WUTqjn4137"
-0.25,Wed Feb 14 19:00:13 +0000 2018,@nytimes,0.083,0.917,0.0,474,"RT @nytimesarts: A report from the Queens Museum's board suggests that Laura Raicovich, who resigned on Jan. 26, was asked to step down ove…"
0.0,Wed Feb 14 18:55:07 +0000 2018,@nytimes,0.0,1.0,0.0,475,"Jamie Brewer and her understudy, Edward Barbanell, are thought to be the only known performers with Down syndrome t… https://t.co/IWAT7VNmYW"
-0.6808,Wed Feb 14 18:45:14 +0000 2018,@nytimes,0.212,0.712,0.077,476,"We asked 30 experts to think big, but realistically, about solutions to the opioid crisis. Here, in aggregate, is w… https://t.co/JkqC41SScj"
0.0,Wed Feb 14 18:35:08 +0000 2018,@nytimes,0.0,1.0,0.0,477,"""You have to either get divorced or work through it."" The New York Times asked readers how they bridge partisan div… https://t.co/8bxIWGfOcS"
0.0,Wed Feb 14 18:31:03 +0000 2018,@nytimes,0.0,1.0,0.0,478,What's Nordic combined skiing? Start with two ski jumps. Then add a 10-kilometer cross-country race. https://t.co/AKU2qEDLz3
0.4767,Wed Feb 14 18:20:03 +0000 2018,@nytimes,0.0,0.86,0.14,479,"The ""Black Panther"" soundtrack is nearly as densely packed and ambitious as one of Kendrick Lamar's own solo albums https://t.co/ukDmU7CQcC"
0.0,Wed Feb 14 18:10:01 +0000 2018,@nytimes,0.0,1.0,0.0,480,The official portraits of Barack Obama and Michelle Obama were anything but the norm. Tell us what you thought of t… https://t.co/mdlKDNocxd
0.3612,Wed Feb 14 18:00:28 +0000 2018,@nytimes,0.104,0.734,0.162,481,"RT @peterbakernyt: Best advice @maggieNYT ever got from an editor? Not overthinking complaints from the people we cover, she tells @jestei.…"
-0.7184,Wed Feb 14 17:50:05 +0000 2018,@nytimes,0.318,0.682,0.0,482,"“You can ban a day, but you can’t stop people from being together or from falling in love” https://t.co/6M9QWMyv2T"
0.0,Wed Feb 14 17:35:07 +0000 2018,@nytimes,0.0,1.0,0.0,483,"Symbolically, the showdown between Japan and Korea in women’s hockey was much more than a meeting between teams ran… https://t.co/7n5ZZahTWH"
-0.5106,Wed Feb 14 17:25:11 +0000 2018,@nytimes,0.191,0.809,0.0,484,"First, @UpshotNYT made a complete list of things that President Trump insulted on Twitter: https://t.co/1a1M28CKy2… https://t.co/NL630jIEjY"
0.0,Wed Feb 14 17:10:08 +0000 2018,@nytimes,0.0,1.0,0.0,485,RT @jennydeluxe: hi my name is jenna and i'm addicted to spoilers ama https://t.co/m8Qa4i9hS5
0.0516,Wed Feb 14 17:00:15 +0000 2018,@nytimes,0.0,0.943,0.057,486,President Trump once said he would sign any immigration bill that reaches his desk. On Wednesday he issued a veto t… https://t.co/ADuEJ58zD0
0.0,Wed Feb 14 16:50:08 +0000 2018,@nytimes,0.0,1.0,0.0,487,The U.S. has indicated that it will seek to place Pakistan on a watch list of countries that are not doing enough t… https://t.co/MISuovjd58
0.0,Wed Feb 14 16:40:05 +0000 2018,@nytimes,0.0,1.0,0.0,488,"While you're deciding who should be your Valentine, consider what it takes for 2 songbirds to mate for life https://t.co/Yr40fBIJzC"
0.7845,Wed Feb 14 16:30:12 +0000 2018,@nytimes,0.0,0.734,0.266,489,"To win his third gold medal, Shaun White pulled off something he had not done before, not even in practice https://t.co/cBNqZHtnpt"
-0.8316,Wed Feb 14 16:20:10 +0000 2018,@nytimes,0.302,0.698,0.0,490,When did the White House learn about the Rob Porter abuse allegations? Its story has shifted. Here’s a timeline of… https://t.co/52shlxlnQJ
-0.4019,Wed Feb 14 16:10:05 +0000 2018,@nytimes,0.13,0.87,0.0,491,One person was injured after a shooting at the entrance to the NSA's campus at Fort Meade in Maryland https://t.co/n1cz71DqC6
0.3818,Wed Feb 14 16:00:31 +0000 2018,@nytimes,0.097,0.728,0.175,492,Pennsylvania's Supreme Court struck down the state's gerrymandered House map. Now a Republican lawmaker wants to im… https://t.co/Ex8V43f7eF
0.5106,Wed Feb 14 15:45:18 +0000 2018,@nytimes,0.0,0.858,0.142,493,RT @nytimesarts: The portraits of former President Barack Obama and first lady Michelle Obama elicited a strong response. What do you think…
0.6249,Wed Feb 14 15:30:04 +0000 2018,@nytimes,0.0,0.758,0.242,494,"""There was not a pressing comb or relaxer on set."" How ""Black Panther"" became a showcase for natural hair. https://t.co/Oomwnk6FB2"
0.0772,Wed Feb 14 15:17:53 +0000 2018,@nytimes,0.0,0.939,0.061,495,Forecasts show that America’s fertility is likely to fall far short of what women themselves say they want for thei… https://t.co/jVNEzWBMYU
0.4019,Wed Feb 14 15:15:46 +0000 2018,@nytimes,0.0,0.69,0.31,496,"And yes, it is still cold. https://t.co/VdWB8tdnJG"
0.6597,Wed Feb 14 15:13:15 +0000 2018,@nytimes,0.0,0.748,0.252,497,North Korean cheerleaders remain the source of spectators’ fascination. They are kept under tight control and escor… https://t.co/GDLw1FfPlQ
-0.2023,Wed Feb 14 15:10:23 +0000 2018,@nytimes,0.107,0.893,0.0,498,Another Alpine event was postponed at the Yongpyong Alpine Center because of high winds https://t.co/iX6EtmcKgS https://t.co/d3pCs1Zmsb
0.5267,Wed Feb 14 15:08:13 +0000 2018,@nytimes,0.0,0.861,0.139,499,"Shaun White placed fourth at the 2014 Sochi Olympics, after winning gold in both the 2006 and 2010 Olympic Games. H… https://t.co/TerzrgPPrW"
0.6597,Wed Feb 14 15:03:39 +0000 2018,@nytimes,0.0,0.795,0.205,500,"Chloe Kim’s father, a Korean immigrant, gave up his job when she was 10 to help her pursue her Olympic dreams. He w… https://t.co/yJsCD9v2Ry"
